AÑO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2022,3798,Nariño (ETC),165179,74.35,74.35,52.95,71.14,59.05,37.08,84.47,75.33,89.99,86.54,71.47,,,2.66,1.81,1.71,3.68,3.78,92.6,97.88,93.52,90.14,92.65,4.74,0.31,4.77,6.18,3.57,6.52,1.1,8.14,7.07,2.68
2022,3797,Villavicencio,103637,92.69,92.6,67.38,88.91,81.29,52.31,107.6,96.09,104.91,108.36,117.62,,,4.95,6.73,4.43,5.83,3.1,89.01,93.09,91.42,84.34,92.33,6.04,0.18,4.16,9.83,4.57,7.49,0.41,6.09,11.54,4.29
2022,3796,Meta (ETC),117493,93.73,93.68,69.05,91.46,77.15,44.75,103.18,95.69,111.36,106.81,78.57,,,5.34,4.94,4.59,6.64,4.82,86.31,94.8,88.48,80.81,88.08,8.35,0.26,6.93,12.56,7.1,7.46,0.35,7.42,10.22,3.99
2022,3795,Ciénaga,29106,94.36,93.93,66.8,89.53,70.51,36.8,111.71,117.43,133.98,103.57,71.62,,,4.13,4.29,3.79,4.48,4.24,91.13,95.71,91.49,89.07,92.99,4.74,0.0,4.72,6.45,2.76,11.54,5.95,10.33,15.47,7.63
2022,3794,Magdalena (ETC),188598,91.84,91.71,57.41,85.39,68.37,38.14,120.43,112.83,137.39,112.11,97.61,,,4.23,5.93,3.53,4.58,4.61,91.66,93.24,92.34,90.17,92.09,4.12,0.83,4.13,5.25,3.3,4.72,3.16,4.68,5.78,2.92
2022,3793,Maicao,50923,98.28,98.23,81.47,97.64,63.74,34.22,110.38,133.03,126.36,100.16,72.36,,,3.57,4.4,3.38,3.71,3.15,91.55,93.56,91.35,90.83,92.53,4.88,2.04,5.27,5.46,4.32,5.99,2.0,7.48,5.9,2.09
2022,3792,La Guajira (ETC),106396,85.53,85.43,71.54,83.65,55.72,26.8,95.04,109.55,110.15,88.32,58.42,,,5.05,4.89,4.97,5.66,3.42,85.3,92.47,85.5,81.59,89.29,9.66,2.64,9.54,12.75,7.29,9.8,3.28,11.14,11.17,4.2
2022,3791,Neiva,72715,93.76,93.5,70.15,92.32,80.41,49.53,104.01,93.92,105.19,111.7,90.88,,,4.96,4.16,3.94,6.65,4.17,84.61,95.72,87.68,77.67,87.02,10.43,0.13,8.38,15.68,8.81,9.61,0.36,8.41,14.46,5.11
2022,3790,Huila (ETC),146011,89.41,89.39,65.5,91.51,75.45,48.12,97.76,93.79,104.07,100.57,77.81,,,5.3,3.56,3.16,8.64,5.57,87.53,96.38,91.07,80.3,87.67,7.17,0.06,5.77,11.06,6.76,5.81,0.13,6.15,7.58,3.49
2022,3789,Chocó (ETC),115028,79.5,79.5,50.2,82.28,53.72,23.79,98.3,88.92,110.69,99.89,68.03,,,4.29,4.46,3.3,5.49,5.32,86.38,95.53,86.01,84.15,88.41,9.33,0.01,10.69,10.36,6.27,9.49,0.15,11.07,10.62,4.9
2022,3788,Soacha,140821,90.98,90.86,66.23,88.04,83.95,51.61,97.55,92.24,99.33,103.71,83.78,,,4.75,7.18,4.06,5.81,2.69,89.17,92.78,91.72,84.11,92.84,6.09,0.04,4.21,10.08,4.48,4.72,0.54,3.5,7.54,3.17
2022,3787,Girardot,17764,105.74,105.45,68.74,98.62,94.0,64.8,116.98,97.1,114.48,124.02,119.03,,,4.83,3.45,4.18,6.62,2.89,88.68,96.55,89.7,84.6,92.01,6.49,0.0,6.12,8.78,5.1,8.14,1.31,9.81,8.63,5.17
2022,3786,Fusagasugá,25026,98.09,98.0,78.32,95.86,87.26,56.61,107.65,102.03,108.56,115.51,93.07,,,4.31,6.03,3.85,5.01,2.88,87.04,93.97,89.78,81.3,90.79,8.65,0.0,6.37,13.69,6.33,8.82,0.78,8.9,11.64,5.15
2022,3785,Cundinamarca (ETC),276207,97.66,97.38,65.02,90.87,90.28,54.28,107.65,96.51,104.75,121.81,92.43,,,3.24,4.14,2.74,3.76,2.79,92.03,95.15,94.2,88.51,93.26,4.73,0.71,3.06,7.73,3.95,7.06,1.53,5.86,10.68,3.8
2022,3784,Sahagún,21803,91.74,91.74,61.22,86.65,79.5,53.38,101.56,93.54,101.87,109.16,89.6,,,3.0,3.74,2.22,3.68,3.15,89.09,96.13,91.83,84.89,87.87,7.92,0.13,5.95,11.43,8.98,6.36,0.72,6.71,7.6,5.16
2022,3783,Lorica,22837,101.4,101.36,66.46,93.27,89.65,62.27,113.99,105.63,110.92,122.33,109.2,,,4.21,5.08,3.18,5.06,4.5,89.32,94.5,90.53,86.04,91.36,6.46,0.42,6.29,8.9,4.14,5.37,0.66,6.04,6.52,3.2
2022,3782,Montería,100212,95.42,95.21,63.95,91.19,81.28,52.81,105.1,102.67,107.5,108.39,93.96,,,4.68,5.93,3.52,6.15,3.7,84.61,93.56,87.05,79.27,85.52,10.71,0.51,9.43,14.57,10.77,10.27,2.99,10.97,13.06,4.74
2022,3781,Córdoba (ETC),245995,87.77,87.72,50.2,81.16,73.28,47.79,98.93,95.49,100.0,103.95,87.77,,,3.96,5.16,2.78,4.93,4.5,88.07,93.24,89.74,84.64,88.5,7.97,1.6,7.48,10.44,7.0,6.81,4.0,8.0,7.22,3.53
2022,3780,Valledupar,119020,86.67,86.33,59.98,82.85,72.67,44.88,95.99,91.61,100.63,98.0,82.42,,,4.06,5.33,3.6,4.71,2.99,89.2,93.99,91.44,85.33,89.11,6.74,0.68,4.97,9.95,7.9,6.2,1.36,5.76,8.64,3.84
2022,3779,Cesar (ETC),189423,88.74,88.67,58.96,86.25,68.55,36.86,98.32,101.45,109.21,98.77,67.32,,,6.94,7.67,6.06,8.39,5.65,85.39,92.08,87.14,80.32,88.39,7.66,0.25,6.8,11.29,5.96,8.03,1.88,8.44,10.22,4.06
2022,3778,Popayán,51270,105.22,105.07,78.7,103.34,93.87,60.27,117.99,110.33,116.21,125.78,110.72,,,4.15,3.96,3.7,5.04,3.27,89.98,95.69,91.64,86.17,91.79,5.87,0.35,4.67,8.78,4.94,7.65,1.63,6.22,11.33,5.64
2022,3777,Cauca (ETC),243898,81.68,81.67,55.7,82.08,65.2,35.99,92.9,94.13,100.75,93.32,72.6,,,3.93,3.45,2.34,5.62,5.78,88.74,95.72,90.52,84.52,88.49,7.33,0.83,7.14,9.86,5.73,7.41,0.94,8.2,9.13,4.16
2022,3776,Florencia,35977,93.56,93.52,71.33,92.65,77.81,41.47,109.92,103.05,114.59,111.83,98.52,,,6.51,7.18,5.52,8.19,4.69,87.65,92.66,90.2,82.81,89.11,5.85,0.17,4.28,9.0,6.21,8.16,0.5,8.3,10.95,4.11
2022,3758,Antioquia (ETC),507920,89.4,89.33,65.43,83.99,76.29,47.39,100.56,86.43,101.06,110.7,85.9,,,4.55,3.92,3.75,6.02,3.67,88.24,95.96,89.65,83.81,91.15,7.21,0.12,6.61,10.18,5.18,6.81,0.3,7.79,8.28,2.91
2022,3759,Medellín,378768,97.26,97.06,83.54,93.48,86.67,56.18,109.22,97.77,105.54,120.69,100.97,,,4.91,5.01,4.34,5.95,3.77,85.66,94.81,89.12,78.8,88.73,9.43,0.18,6.54,15.24,7.49,6.41,0.17,5.63,9.41,4.02
2022,3760,Bello,87180,89.47,89.42,74.89,86.43,77.77,48.01,99.17,89.76,99.95,108.04,84.84,,,5.14,5.09,4.65,6.07,4.23,86.05,94.7,88.72,79.86,89.82,8.8,0.22,6.63,14.08,5.95,5.77,0.24,5.42,8.42,2.5
2022,3761,Envigado,27511,102.66,100.44,68.67,96.23,93.18,65.36,108.93,100.33,106.97,115.26,105.11,,,3.81,3.14,3.19,4.8,3.12,87.04,96.63,92.01,79.87,89.25,9.15,0.23,4.81,15.33,7.63,6.49,0.46,3.79,11.48,2.99
2022,3762,Itagüí,39855,92.64,92.28,78.15,86.39,84.29,59.78,102.12,101.06,96.26,111.71,97.85,,,4.86,5.56,4.6,5.58,3.43,88.17,93.62,90.97,83.92,88.59,6.98,0.82,4.43,10.51,7.98,4.08,0.3,3.72,5.82,2.61
2022,3763,Turbo,33318,105.42,105.4,61.07,95.36,94.35,62.0,123.58,94.94,114.1,135.95,141.04,,,4.64,2.7,3.33,6.6,4.7,88.91,97.3,91.05,84.41,89.49,6.45,0.0,5.61,8.99,5.81,4.4,0.04,4.63,5.8,2.06
2022,3764,Atlántico (ETC),136965,88.39,88.01,60.48,85.01,73.59,46.0,95.46,89.03,101.68,96.92,79.65,,,2.95,3.81,2.96,3.08,2.0,89.17,95.55,88.72,87.12,92.48,7.88,0.64,8.32,9.8,5.52,6.97,1.14,8.1,8.06,3.54
2022,3765,Soledad,136094,91.62,91.36,65.41,87.45,75.32,56.57,104.08,102.52,102.92,96.01,124.01,,,2.76,2.87,2.86,2.92,1.78,93.07,96.24,94.26,90.45,93.89,4.16,0.89,2.88,6.63,4.33,3.72,1.72,3.3,5.05,2.84
2022,3766,"Bogotá, D.C. (ETC)",1150474,93.89,93.37,63.4,87.75,88.64,62.05,101.87,79.43,98.86,110.61,103.61,,,3.46,4.14,3.35,3.72,2.8,90.55,95.65,92.38,86.96,91.74,5.99,0.21,4.28,9.32,5.46,5.72,0.29,4.7,8.83,3.45
2022,3767,Bolívar (ETC),232712,93.71,93.67,64.57,91.32,72.8,43.81,108.71,104.01,113.59,109.77,96.39,,,4.28,4.5,3.7,5.06,4.24,89.69,95.02,90.45,86.96,90.34,6.04,0.48,5.85,7.98,5.41,6.7,2.55,7.62,7.83,2.69
2022,3768,Magangué,31774,86.97,86.9,59.01,84.54,69.1,42.36,99.19,97.93,104.96,100.06,83.58,,,4.24,5.82,4.21,4.56,2.42,89.3,93.72,90.16,86.1,92.0,6.46,0.46,5.63,9.34,5.58,8.35,2.02,7.75,12.01,4.7
2022,3769,Boyacá (ETC),156402,88.6,88.56,69.55,83.24,83.21,56.67,96.75,87.54,93.25,107.37,88.59,,,2.95,2.9,2.13,3.81,3.04,90.38,96.92,93.56,85.2,91.63,6.66,0.19,4.3,10.98,5.33,6.8,0.48,5.53,10.25,4.55
2022,3770,Tunja,32326,103.06,102.85,85.63,100.96,92.27,57.41,112.27,114.37,111.64,120.16,98.25,,,3.48,3.79,2.55,4.59,2.75,87.22,96.15,90.78,80.75,91.37,9.3,0.06,6.67,14.66,5.87,12.49,1.2,7.59,20.91,7.55
2022,3771,Duitama,22546,99.33,99.2,82.14,94.7,92.87,66.05,110.76,103.77,103.55,120.6,110.58,,,2.24,3.46,1.63,3.0,1.39,89.98,96.54,93.24,85.0,91.85,7.78,0.0,5.14,12.0,6.76,8.99,0.65,5.45,14.06,8.22
2022,3772,Sogamoso,22917,112.34,112.17,82.88,104.0,106.16,73.47,123.26,111.26,115.68,134.7,123.55,,,2.39,2.69,1.59,3.32,2.01,89.73,97.23,93.92,83.46,91.19,7.87,0.07,4.49,13.23,6.8,6.14,2.4,5.42,8.86,2.89
2022,3773,Caldas (ETC),97932,86.36,86.25,64.15,80.21,77.3,51.66,97.35,83.05,93.78,107.15,94.05,,,4.05,3.99,2.78,5.51,4.09,89.49,95.77,91.61,85.12,91.16,6.46,0.24,5.61,9.37,4.75,5.13,0.38,5.67,6.49,2.56
2022,3774,Manizales,61915,78.5,78.41,67.44,74.46,70.7,49.99,87.42,82.6,83.09,95.03,84.68,,,3.31,3.35,2.4,4.48,2.73,86.72,96.01,90.89,79.16,90.45,9.97,0.64,6.71,16.36,6.82,7.84,1.46,7.01,11.41,4.19
2021,3774,Manizales,61744,79.88,79.8,61.97,75.7,74.51,50.68,90.37,74.31,85.06,100.8,89.38,,,2.28,1.82,1.85,3.07,1.54,89.45,96.47,91.93,85.13,91.2,8.28,1.71,6.21,11.8,7.26,5.18,0.91,3.97,7.91,3.16
2021,3775,Caquetá (ETC),62383,82.55,82.55,49.66,82.43,61.96,27.89,91.09,78.81,106.91,92.03,54.43,,,9.1,5.73,8.14,11.43,8.68,83.06,93.4,83.82,79.31,84.04,7.85,0.88,8.04,9.25,7.28,8.34,1.33,8.34,10.7,5.26
2021,3776,Florencia,36029,93.96,93.93,65.37,92.93,78.45,40.87,108.61,87.6,112.95,113.35,99.07,,,7.44,5.44,6.43,9.39,6.57,82.4,93.8,85.67,75.55,83.88,10.16,0.76,7.91,15.05,9.55,6.25,0.38,6.22,8.45,2.82
2021,3777,Cauca (ETC),243432,82.73,82.73,51.23,83.34,66.91,36.07,93.55,83.22,104.24,95.11,69.85,,,3.2,2.07,2.02,4.66,4.46,87.78,96.66,89.56,83.66,86.84,9.02,1.27,8.42,11.68,8.7,6.19,0.76,5.55,8.84,4.59
2021,3778,Popayán,51501,103.36,103.28,76.02,100.04,93.76,60.74,117.16,102.23,115.68,125.05,112.34,,,2.17,2.34,2.0,2.31,2.2,91.04,96.76,94.29,87.34,87.7,6.8,0.91,3.71,10.35,10.1,4.93,1.33,4.02,7.31,3.25
2021,3779,Cesar (ETC),187069,90.24,90.17,52.48,87.16,71.07,36.85,100.06,89.94,113.3,101.86,66.63,,,2.42,2.04,2.09,2.95,2.56,88.18,96.12,89.78,83.85,89.15,9.4,1.84,8.13,13.2,8.28,6.37,2.84,4.95,9.87,3.93
2021,3780,Valledupar,118481,87.58,87.32,54.17,83.28,74.84,46.07,96.81,83.86,100.72,101.13,84.83,,,2.43,2.75,2.4,2.64,1.65,90.97,96.35,93.08,87.32,90.6,6.6,0.9,4.52,10.04,7.75,6.09,2.03,4.38,9.88,3.62
2021,3781,Córdoba (ETC),245319,90.47,90.42,46.12,83.17,77.15,46.96,101.67,84.39,105.39,108.52,87.13,,,3.37,4.16,2.43,4.21,3.84,90.16,92.51,91.12,88.36,90.54,6.48,3.33,6.46,7.43,5.62,4.17,6.54,3.49,5.08,2.57
2021,3782,Montería,98546,96.88,96.69,56.85,92.53,85.86,50.86,105.55,87.87,110.97,111.92,88.44,,,2.57,3.58,2.59,2.61,1.84,85.68,93.8,87.44,81.6,86.94,11.75,2.62,9.97,15.78,11.23,6.48,3.27,5.88,8.79,3.63
2021,3783,Lorica,23203,102.22,102.22,60.43,93.95,90.47,67.08,113.83,94.53,111.2,123.75,110.43,,,1.72,2.06,1.28,2.02,2.08,93.18,97.64,94.48,91.21,92.21,5.1,0.3,4.24,6.77,5.71,4.78,1.57,3.68,7.35,3.1
2021,3784,Sahagún,21644,94.83,94.83,53.49,89.13,84.31,54.32,107.02,83.03,112.02,113.5,93.54,,,1.23,1.88,1.02,1.37,1.16,92.18,98.12,93.42,90.18,90.77,6.59,0.0,5.56,8.45,8.07,5.18,1.74,4.27,6.77,5.51
2021,3785,Cundinamarca (ETC),288941,93.13,92.89,59.27,86.98,86.73,49.93,103.59,84.62,101.98,117.99,88.56,,,4.47,4.79,4.17,4.79,4.31,91.39,94.48,93.46,88.83,90.26,4.14,0.73,2.36,6.38,5.43,5.23,1.23,3.59,8.48,3.24
2021,3786,Fusagasugá,25858,93.92,93.84,71.67,89.93,84.97,55.27,104.35,88.04,102.63,113.65,97.46,,,3.37,2.63,2.72,3.8,4.51,84.35,96.06,87.14,79.18,84.56,12.28,1.31,10.15,17.03,10.94,5.6,0.66,4.2,8.38,4.54
2021,3787,Girardot,17951,102.44,102.28,66.78,96.51,93.19,61.29,119.27,89.61,112.37,120.37,148.47,,,3.84,4.09,3.76,4.25,2.87,85.3,95.16,84.86,83.17,87.26,10.85,0.74,11.37,12.58,9.87,4.45,2.73,5.1,4.86,2.07
2021,3788,Soacha,147956,83.41,83.36,57.71,80.62,78.48,46.9,90.19,78.55,91.57,97.99,77.43,,,3.93,4.68,3.44,4.66,3.08,90.09,94.44,93.02,85.68,90.05,5.98,0.88,3.54,9.66,6.86,4.07,1.28,2.8,6.66,2.67
2021,3789,Chocó (ETC),111143,81.6,81.6,47.6,84.61,54.29,23.74,95.29,79.95,115.98,92.54,55.11,,,4.73,4.14,3.64,6.4,5.76,85.21,95.75,86.18,80.96,85.96,10.06,0.11,10.18,12.65,8.28,6.37,0.44,6.85,7.64,3.88
2021,3790,Huila (ETC),14295,92.02,92.0,62.48,91.66,80.98,48.16,101.24,87.5,105.76,109.25,80.41,,,6.36,3.0,4.57,9.22,7.08,85.48,96.86,88.72,78.96,84.65,8.16,0.14,6.71,11.82,8.27,4.81,0.26,3.26,8.02,4.34
2021,3791,Neiva,70664,95.6,95.4,66.76,93.94,84.29,49.59,107.1,86.61,109.49,116.58,92.9,,,5.5,4.8,5.52,6.09,3.98,81.02,94.73,84.53,73.13,83.53,13.48,0.47,9.95,20.78,12.5,5.65,0.26,4.58,8.55,4.11
2021,3792,La Guajira (ETC),102368,89.56,89.49,68.64,87.59,58.75,27.81,100.39,102.06,118.52,93.92,61.28,,,2.88,2.25,2.98,3.19,1.7,87.52,94.87,87.38,84.89,89.99,9.61,2.88,9.64,11.92,8.3,6.21,3.59,6.4,7.66,2.55
2021,3793,Maicao,492,98.06,98.02,71.33,97.87,66.59,33.38,110.79,111.98,128.49,103.73,72.92,,,1.5,1.29,1.49,1.51,1.77,94.67,97.94,94.17,95.01,92.61,3.83,0.77,4.33,3.48,5.62,2.88,1.16,2.95,3.5,2.3
2021,3794,Magdalena (ETC),188632,93.58,93.51,54.62,87.69,69.43,38.61,111.57,104.9,117.82,112.94,95.83,,,2.07,1.31,1.57,2.58,3.26,94.49,97.76,96.01,92.16,92.54,3.44,0.93,2.42,5.26,4.2,3.07,3.19,2.69,3.97,1.88
2021,3795,Ciénaga,28667,97.45,97.14,66.91,92.22,74.15,38.7,107.95,114.94,119.18,106.92,79.03,,,3.4,2.69,2.91,4.15,3.52,92.86,96.59,94.02,90.96,91.36,3.74,0.73,3.07,4.89,5.12,7.0,5.28,3.53,12.42,5.09
2021,3796,Meta (ETC),115742,94.87,94.84,66.18,92.16,78.83,43.36,104.79,91.2,113.63,110.06,78.51,,,4.91,3.64,4.86,5.37,4.54,85.32,95.75,87.11,80.57,85.5,9.77,0.61,8.03,14.07,9.96,6.87,0.46,6.09,10.07,4.33
2021,3797,Villavicencio,101172,93.78,93.68,63.76,88.82,85.02,52.92,107.3,88.12,103.29,112.61,115.24,,,3.72,3.55,3.62,4.01,3.25,86.93,96.05,90.29,81.46,87.4,9.36,0.41,6.1,14.53,9.35,5.27,0.62,4.46,7.8,2.81
2021,3798,Nariño (ETC),162837,78.07,78.07,48.87,74.74,61.81,38.63,89.45,67.59,97.09,91.88,77.01,,,2.47,1.62,1.51,3.69,3.03,93.27,97.69,94.23,90.99,93.7,4.26,0.69,4.26,5.33,3.27,5.7,1.77,5.75,7.64,2.53
2021,3799,Pasto,58877,104.49,104.34,89.97,96.5,99.04,64.49,117.12,103.45,105.11,134.93,116.73,,,1.23,0.83,0.82,1.58,1.51,89.27,98.61,93.94,82.87,90.41,9.5,0.56,5.24,15.55,8.09,7.9,0.94,5.41,12.95,3.99
2021,3800,San Andres de Tumaco,60106,69.02,69.01,33.36,62.12,52.0,26.64,86.71,58.75,91.58,94.15,73.86,,,2.66,1.31,1.37,3.8,5.44,87.72,96.35,87.41,86.96,86.53,9.62,2.34,11.22,9.24,8.02,7.59,3.39,8.59,7.23,6.81
2021,3801,Norte de Santander (ETC),180762,88.39,88.36,63.44,88.43,72.82,38.03,95.72,87.54,109.37,96.29,63.55,,,4.79,3.8,4.39,5.64,4.69,87.89,95.29,89.22,84.24,87.84,7.32,0.91,6.4,10.12,7.47,3.92,0.61,2.97,6.23,3.4
2021,3802,Cúcuta,147272,96.58,96.5,68.25,90.94,87.09,52.53,109.23,92.88,106.13,113.88,116.09,,,3.23,3.42,3.05,3.56,2.72,87.16,94.51,89.96,82.11,87.65,9.62,2.06,6.99,14.33,9.63,3.89,2.14,3.28,5.56,2.13
2021,3803,Quindio (ETC),40203,94.02,93.99,66.28,88.79,84.91,52.8,106.8,93.32,105.99,118.07,93.61,,,5.7,5.73,5.32,6.48,4.75,86.8,93.95,88.82,82.56,87.97,7.51,0.33,5.86,10.95,7.28,5.12,0.36,4.01,7.91,3.63
2021,3804,Armenia,43096,95.36,95.3,74.12,91.64,88.49,60.9,103.67,90.93,102.08,113.43,95.01,,,6.71,6.09,6.31,7.52,6.09,87.41,93.79,89.85,83.48,87.81,5.87,0.12,3.84,9.0,6.09,3.74,0.21,2.31,6.46,2.43
2021,3805,Risaralda (ETC),48978,91.46,91.45,61.16,86.48,76.13,48.86,108.88,91.0,111.85,114.07,100.01,,,3.16,1.91,1.97,4.7,3.81,90.15,98.09,91.36,86.85,90.35,6.69,0.0,6.67,8.45,5.85,3.75,0.98,3.82,4.59,2.83
2021,3806,Pereira,71315,110.09,109.61,74.54,104.99,100.34,61.05,127.35,103.87,121.22,142.29,123.86,,,5.61,5.62,5.25,6.37,4.58,87.19,92.84,89.15,83.68,88.16,7.21,1.54,5.6,9.95,7.26,4.28,1.61,3.01,6.52,3.27
2021,3807,Dosquebradas,34049,88.12,88.04,64.7,85.22,82.34,46.82,97.44,82.79,100.06,108.23,77.84,,,4.94,5.71,4.76,5.49,3.48,85.02,92.94,88.63,78.19,89.4,10.04,1.35,6.61,16.32,7.11,5.49,0.94,3.86,8.74,3.48
2021,3808,Santander (ETC),157893,90.26,90.22,63.61,85.73,80.73,51.97,102.97,88.41,99.11,108.21,108.8,,,3.6,3.21,3.05,4.36,3.51,88.91,96.15,91.94,84.08,88.49,7.49,0.64,5.01,11.56,8.0,4.31,0.78,3.13,6.93,2.85
2021,3809,Bucaramanga,95538,101.14,100.92,71.75,98.71,92.28,57.64,110.34,100.06,112.04,117.32,98.02,,,2.81,3.03,2.64,3.23,2.09,88.76,95.3,92.27,82.87,89.51,8.43,1.68,5.09,13.9,8.4,3.67,0.58,2.29,6.44,2.38
2021,3810,Barrancabermeja,41578,117.17,117.04,77.43,113.41,105.38,58.42,129.09,104.07,131.17,139.32,116.52,,,4.61,4.99,4.87,4.71,2.93,85.38,95.01,88.85,79.51,85.29,10.01,0.0,6.28,15.78,11.78,4.62,0.41,3.36,7.15,3.7
2021,3811,Floridablanca,50037,87.5,87.1,62.95,85.44,80.82,49.55,95.32,80.1,94.91,101.9,90.84,,,6.92,7.69,7.45,7.23,3.86,81.23,91.36,85.19,73.62,85.8,11.85,0.95,7.36,19.15,10.33,5.39,0.15,3.26,9.2,3.68
2021,3812,Girón,3108,95.03,94.99,68.14,96.14,84.9,45.38,103.79,92.35,111.14,111.88,75.62,,,6.25,5.58,5.98,7.27,4.5,85.63,94.27,89.0,78.98,88.14,8.12,0.15,5.02,13.75,7.36,5.54,0.35,3.81,9.57,2.87
2021,3813,Sucre (ETC),145364,93.07,93.05,61.75,89.4,74.21,41.37,106.98,118.2,113.44,108.28,82.76,,,2.37,2.44,1.93,2.91,2.42,90.48,96.23,91.71,87.08,91.04,7.16,1.33,6.37,10.01,6.54,3.9,2.1,2.89,5.96,3.18
2021,3814,Sincelejo,59718,101.42,101.36,69.28,99.22,89.54,54.6,112.35,95.16,115.67,120.04,97.57,,,2.92,2.07,2.89,3.34,2.29,88.0,97.82,89.79,84.21,87.64,9.08,0.11,7.33,12.45,10.06,4.19,0.06,3.2,6.22,3.87
2021,3815,Tolima (ETC),155969,97.67,97.64,67.88,93.65,84.33,50.9,109.07,94.4,113.56,116.24,90.97,,,5.02,4.14,4.17,6.37,4.59,87.31,95.48,89.15,83.15,88.22,7.67,0.38,6.68,10.48,7.19,4.34,0.49,3.5,6.77,2.44
2021,10930,Zipaquirá,26829,87.48,87.21,59.69,82.57,83.37,46.26,94.8,78.74,94.52,106.82,80.61,,,7.41,7.13,7.0,8.54,5.28,78.91,92.25,85.38,68.78,81.95,13.68,0.62,7.62,22.68,12.78,9.35,0.62,5.93,15.09,7.5
2021,3816,Ibagué,88052,107.5,107.34,81.24,106.07,95.58,58.04,118.49,115.58,121.34,126.92,98.16,,,5.06,4.38,4.95,5.94,3.42,87.66,95.44,90.75,82.67,88.21,7.28,0.18,4.3,11.4,8.37,3.94,0.5,2.76,6.3,2.75
2021,3817,Valle del Cauca (ETC),168235,79.11,79.09,59.18,74.89,69.02,45.26,90.73,78.5,88.97,99.13,83.82,,,6.53,6.79,5.71,7.79,5.54,87.38,92.82,88.86,84.13,88.76,6.09,0.38,5.44,8.09,5.69,4.4,1.52,3.43,6.69,2.75
2021,3818,Cali,384725,83.17,82.91,55.92,78.12,75.6,50.35,91.68,71.24,89.39,100.17,90.43,,,3.83,3.76,4.13,3.89,2.81,86.7,94.81,88.27,83.03,88.38,9.47,1.43,7.6,13.08,8.81,4.81,0.95,4.19,6.76,3.11
2021,3819,Buenaventura,82727,80.22,80.14,43.46,71.39,61.35,37.69,95.68,68.57,98.56,100.84,92.38,,,3.75,3.41,4.1,3.64,2.92,90.73,94.73,89.38,90.94,93.15,5.52,1.86,6.52,5.43,3.93,3.18,1.69,3.39,3.74,1.6
2021,3820,Guadalajara de Buga,23131,83.36,83.27,50.77,76.71,73.9,52.68,95.03,77.16,93.08,102.89,92.77,,,3.59,6.53,3.56,3.64,2.23,85.76,92.44,88.06,80.26,90.75,10.64,1.04,8.38,16.11,7.02,5.23,2.07,5.3,7.31,1.0
2021,3821,Cartago,24088,79.91,79.89,55.42,76.05,72.83,48.65,90.02,74.07,86.95,100.52,83.58,,,3.91,5.27,3.94,3.74,3.65,88.05,94.46,90.27,84.62,87.76,8.05,0.26,5.79,11.64,8.59,4.26,0.35,3.94,5.84,2.84
2021,3822,Palmira,623,81.73,81.63,54.18,76.49,73.68,47.1,92.4,71.9,89.84,103.42,86.94,,,2.72,3.27,2.72,2.77,2.33,86.63,95.52,89.2,81.23,89.34,10.65,1.21,8.09,16.0,8.33,5.14,0.89,4.5,7.79,1.75
2021,3823,Tuluá,41465,78.55,78.46,51.85,73.27,72.54,52.89,85.61,70.14,83.9,93.43,81.2,,,6.83,4.44,6.6,7.79,5.94,85.03,95.43,87.78,80.49,85.69,8.14,0.13,5.62,11.72,8.37,6.37,0.65,4.01,10.59,3.94
2021,3824,Arauca (ETC),67759,93.94,93.93,63.38,91.47,74.79,37.53,107.86,97.76,119.62,108.98,80.2,,,3.31,2.99,3.32,3.51,2.78,93.54,96.27,94.16,91.77,93.9,3.15,0.74,2.52,4.72,3.32,6.67,2.05,5.67,10.23,3.8
2021,3825,Casanare (ETC),5827,90.73,90.72,62.96,89.41,78.33,45.53,102.0,84.14,109.22,107.99,80.68,,,5.09,3.49,4.1,6.42,6.02,87.0,96.19,90.12,81.89,84.16,7.91,0.32,5.78,11.69,9.82,6.11,0.45,4.98,9.48,4.03
2021,3826,Putumayo (ETC),80699,84.59,84.58,51.2,81.82,72.6,39.66,96.23,80.7,101.0,103.93,77.08,,,10.28,7.26,8.6,13.18,9.68,82.3,92.32,86.15,75.13,83.47,7.42,0.42,5.25,11.69,6.85,4.87,0.3,3.51,7.89,3.58
